year,type_of_violence,conflict_name,dyad_name,side_a,side_b,latitude,longitude,best
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,6
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,4
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,88
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2521
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,17
1995,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,44.7859,44.1464,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,60
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,3
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2536,45.3988,7
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,0
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.41084,46.345683,3
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1627,45.201,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2917,45.8724,4
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2917,45.8724,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.087184,45.599594,30
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.5028,45.8855,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2917,45.8724,2
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,13
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.0975,45.468,0
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.0964,46.3769,5
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,29
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1276,45.5406,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2953,45.8263,5
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,5
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.239643,46.403923,2
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.122582,45.189887,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,9
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.7073,46.1762,50
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,26
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.8485,46.7233,49
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,66
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,11
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,109
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,6
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,4
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,7
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,5
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1636,46.5225,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2223,46.249,6
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,14
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,24
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.315,45.164,21
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,71
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.315,45.164,79
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,7
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,401
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,11
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1253,46.2444,0
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2911,45.3014,180
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,7
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1683,45.3659,10
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,4
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,181
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,70
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.0961,45.4065,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1488,45.901,7
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.5043,46.3338,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3519,46.1035,0
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,40
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.0606,45.5566,5
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2917,45.8724,24
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1276,45.5406,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,3
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.9595,46.1134,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1488,45.901,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,4
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,5
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,28
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,20
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,5
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,11
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,4
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,40
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,93
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,10
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,58
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,27
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,20
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.9705,46.0174,29
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,0
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,14
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,6
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,50
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,121
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3847,45.6998,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,140
1994,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.4052,44.8203,0
1994,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,11
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1995,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,4
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.4052,44.8203,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,28
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,4
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,444
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,2
1996,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,19
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,42.8496,47.6269,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,24
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,277
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,100
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.3058,45.7477,756
1999,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.3058,45.7477,100
1995,3,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union) - Civilians,Government of Russia (Soviet Union),Civilians,43.4052,44.8203,1
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.0521,46.453,2
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.2274,45.3874,40
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,11
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.1117,45.9901,27
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,2
1999,1,Russia (Soviet Union):Chechnya,Government of Russia (Soviet Union) - Chechen Republic of Ichkeria,Government of Russia (Soviet Union),Chechen Republic of Ichkeria,43.318,45.6982,70
